"System","DF Activated","FountainType","FountainCount","Painted","Filter Installed","Position","Outdoor","GISPropNum","PropertyName","OMPPropID","SubPropertyName","ParkDistrict","Borough","AMPSID","AMPSClass","AMPSStatus","AMPSParentID","AMPSName","CommunityBoard","CouncilDistrict","Precinct","ZIPCode","x","y"
"X034-DF0577","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X034","Mullaly Park","X034-ZN01","Mullaly Park Zone 1","X-04","X","100,042,452","DRINKFTN","I","X034-BLG0818","Indoor Drinking Fountain-Mullaly Park-Mullaly Community Center","204","16","44","10,452","1,004,937.05736713","242,330.887106969"
"X034-DF0584","Activated","CS Metal","1",,"false","Wall Mounted, On Pool Deck","true","X034","Mullaly Park","X034",,"X-04","X","100,043,502","DRINKFTN","I","X034","CS metal-Mullaly Park","204","16","44","10,452","1,005,256.8762813","242,272.059140637"
"X038-DF0410","Activated","A","1","true","true","Out in Open","true","X038","Washington's Walk","X038-02","Fort #4 Playground","X-08","X","100,039,627","DRINKFTN","I","X038-02","A-Washington's Walk-Fort #4 Playground","208","14","50","10,468","1,011,686.21086356","257,805.050056234"
"X038-DF0411","Activated","A","1","true","false","Under Tree, In Shade","true","X038","Washington's Walk","X038-01","Strong Street Plgd","X-08","X","100,039,628","DRINKFTN","I","X038-01","A-Washington's Walk-Strong Street Plgd","208","14","50","10,468","1,012,457.9386508","256,790.866389066"
"X039-DF0008","Activated","C","1","false","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,037,649","DRINKFTN","I","X039-ZN01","C-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,032,818.0672218","247,772.1101484"
"X039-DF0009","Activated","C","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,037,594","DRINKFTN","I","X039-ZN01","C-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,032,666.21745988","247,658.604141816"
"X039-DF0010","Activated","Bottle Filler High Low","3","false","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,037,617","DRINKFTN","I","X039-ZN01","Bottle Filler High Low-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,033,432.18147914","248,597.865714728"
"X039-DF0011","Activated","A","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,037,645","DRINKFTN","I","X039-ZN01","A-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,032,830.75453238","248,395.707654476"
"X039-DF0012","Activated","A","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,037,691","DRINKFTN","I","X039-ZN01","A-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,032,735.93516822","248,759.414276137"
"X039-DF0013","Activated","C","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,037,661","DRINKFTN","I","X039-ZN01","C-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,033,131.73588579","248,911.424470812"
"X039-DF0014","Activated","A","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN09","Rodman's Neck East","X-15","X","100,037,684","DRINKFTN","I","X039-ZN09","A-Pelham Bay Park-Rodman's Neck East","228","13","45","10,464","1,039,001.04468521","251,969.647028893"
"X039-DF0015","Activated","A","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN09","Rodman's Neck East","X-15","X","100,037,618","DRINKFTN","I","X039-ZN09","A-Pelham Bay Park-Rodman's Neck East","228","13","45","10,464","1,039,373.90515996","252,012.209935888"
"X039-DF0022","Activated","C","1","true","false","In Playground","true","X039","Pelham Bay Park","X039-02","Sweetgum Plgd","X-15","X","100,037,634","DRINKFTN","I","X039-02","C-Pelham Bay Park-Sweetgum Plgd","228","13","45","10,465","1,032,384.65568704","249,453.60580115"
"X039-DF0023","Activated","F High Low","2","false","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN04","South Meadow","X-15","X","100,037,681","DRINKFTN","I","X039-ZN04","F High Low-Pelham Bay Park-South Meadow","228","13","45","10,465","1,034,079.74514463","249,399.102957397"
"X039-DF0024","Activated","Trough","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN02","Pelham South Park Headquarters","X-15","X","100,037,604","DRINKFTN","I","X039-ZN02","Trough-Pelham Bay Park-Pelham South Park Headquarters","228","13","45","10,465","1,032,726.55690613","249,670.127677813"
"X039-DF0025","Activated","E","1","false","false","In Playground","true","X039","Pelham Bay Park","X039-01","Playground For All Children","X-15","X","100,037,641","DRINKFTN","I","X039-01","E-Pelham Bay Park-Playground For All Children","228","13","45","10,465","1,032,526.42115154","248,352.233988136"
"X039-DF0026","Activated","E","1","false","false","In Playground","true","X039","Pelham Bay Park","X039-01","Playground For All Children","X-15","X","100,037,668","DRINKFTN","I","X039-01","E-Pelham Bay Park-Playground For All Children","228","13","45","10,465","1,032,637.03740014","248,430.778778553"
"X039-DF0081","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15","X","100,037,921","DRINKFTN","I","X039-ZN18","A-Pelham Bay Park-Orchard Bch. Pavilion","228","13","45","10,464","1,040,623.29078455","254,651.246652558"
"X039-DF0083","Activated","Double A","2","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN19","Orchard Beach South","X-15","X","100,037,894","DRINKFTN","I","X039-ZN19","Double A-Pelham Bay Park-Orchard Beach South","228","13","45","10,464","1,041,177.75916379","253,568.021128729"
"X039-DF0084","Activated","A","1","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN19","Orchard Beach South","X-15","X","100,037,966","DRINKFTN","I","X039-ZN19","A-Pelham Bay Park-Orchard Beach South","228","13","45","10,464","1,041,096.04836921","253,746.878382563"
"X039-DF0085","Activated","A","1","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN19","Orchard Beach South","X-15","X","100,037,899","DRINKFTN","I","X039-ZN19","A-Pelham Bay Park-Orchard Beach South","228","13","45","10,464","1,041,029.79948596","254,303.816245064"
"X039-DF0087","Activated","C","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15","X","100,037,950","DRINKFTN","I","X039-ZN18","C-Pelham Bay Park-Orchard Bch. Pavilion","228","13","45","10,464","1,041,113.25896471","254,804.427448555"
"X039-DF0088","Activated","C","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15","X","100,037,895","DRINKFTN","I","X039-ZN18","C-Pelham Bay Park-Orchard Bch. Pavilion","228","13","45","10,464","1,041,114.79603514","254,809.362806141"
"X039-DF0089","Activated","C","1","false","true","Out in Open","true","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15","X","100,037,918","DRINKFTN","I","X039-ZN18","C-Pelham Bay Park-Orchard Bch. Pavilion","228","13","45","10,464","1,041,186.91400113","255,001.892604812"
"X039-DF0090","Activated","C","1","false","true","Out in Open","true","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15","X","100,037,946","DRINKFTN","I","X039-ZN18","C-Pelham Bay Park-Orchard Bch. Pavilion","228","13","45","10,464","1,041,189.07541413","255,007.742986813"
"X039-DF0091","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN19","Orchard Beach South","X-15","X","100,037,992","DRINKFTN","I","X039-ZN19","A-Pelham Bay Park-Orchard Beach South","228","13","45","10,464","1,041,429.75833171","255,391.89084056"
"X039-DF0092","Activated","Double A","2","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN19","Orchard Beach South","X-15","X","100,037,913","DRINKFTN","I","X039-ZN19","Double A-Pelham Bay Park-Orchard Beach South","228","13","45","10,464","1,041,509.90712155","255,502.504792556"
"X039-DF0093","Activated","Double A","2","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,962","DRINKFTN","I","X039-ZN16","Double A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,041,582.4985118","255,594.689319476"
"X039-DF0094","Activated","Bottle Filler High Low","3","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,985","DRINKFTN","I","X039-ZN16","Bottle Filler High Low-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,041,670.01572522","255,700.795406475"
"X039-DF0095","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,919","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,041,801.87110455","255,847.513945058"
"X039-DF0096","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,948","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,041,925.59887547","255,973.806999564"
"X039-DF0097","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,971","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,041,996.02885271","256,036.508973896"
"X039-DF0098","Activated","A","1","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,915","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,042,194.75089621","256,182.067409813"
"X039-DF0099","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,941","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,042,235.86433105","256,206.338030561"
"X039-DF0100","Activated","A","1","true","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,968","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,042,715.86009022","256,396.544999226"
"X039-DF0101","Activated","A","1","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,911","DRINKFTN","I","X039-ZN16","A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,042,799.71786214","256,412.500019803"
"X039-DF0102","Activated","Double A","2","true","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN16","Orchard Beach North","X-15","X","100,037,935","DRINKFTN","I","X039-ZN16","Double A-Pelham Bay Park-Orchard Beach North","228","13","45","10,464","1,043,355.78269489","256,437.692226648"
"X039-DF0103","Activated","Bottle Filler High Low","3","false","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN17","Twenty-Six Courts & Bath Courts","X-15","X","100,037,982","DRINKFTN","I","X039-ZN17","Bottle Filler High Low-Pelham Bay Park-Twenty-Six Courts & Bath Courts","228","13","45","10,464","1,042,014.56195214","256,123.220414638"
"X039-DF0104","Activated","C","1","false","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN17","Twenty-Six Courts & Bath Courts","X-15","X","100,037,905","DRINKFTN","I","X039-ZN17","C-Pelham Bay Park-Twenty-Six Courts & Bath Courts","228","13","45","10,464","1,041,964.5823933","256,187.712411642"
"X039-DF0105","Activated","D","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN17","Twenty-Six Courts & Bath Courts","X-15","X","100,037,942","DRINKFTN","I","X039-ZN17","D-Pelham Bay Park-Twenty-Six Courts & Bath Courts","228","13","45","10,464","1,041,493.11548846","255,899.087988898"
"X039-DF0106","Activated","A","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN17","Twenty-Six Courts & Bath Courts","X-15","X","100,037,969","DRINKFTN","I","X039-ZN17","A-Pelham Bay Park-Twenty-Six Courts & Bath Courts","228","13","45","10,464","1,041,528.80537772","255,867.028669804"
"X039-DF0107","Activated","A","1","false","false","Under Tree","true","X039","Pelham Bay Park","X039-ZN17","Twenty-Six Courts & Bath Courts","X-15","X","100,037,990","DRINKFTN","I","X039-ZN17","A-Pelham Bay Park-Twenty-Six Courts & Bath Courts","228","13","45","10,464","1,041,612.37673288","255,795.55571565"
"X039-DF0108","Activated","C","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-06K","Pelican Bay Plgd","X-15","X","100,037,937","DRINKFTN","I","X039-06K","C-Pelham Bay Park-Pelican Bay Plgd","228","13","45","10,464","1,041,370.16396272","255,598.216543391"
"X039-DF0446","Activated","Trough","1","false","false","Out in Open","true","X039","Pelham Bay Park","X039-ZN02","Pelham South Park Headquarters","X-15","X","100,040,419","DRINKFTN","I","X039-ZN02","Trough-Pelham Bay Park-Pelham South Park Headquarters","228","13","45","10,465","1,032,731.66417938","249,671.903920978"
"X039-DF0456","Activated","C","1","true","false","Near Ballfield","true","X039","Pelham Bay Park","X039-ZN01","Aileen Ryan Rec. Complex","X-15","X","100,040,423","DRINKFTN","I","X039-ZN01","C-Pelham Bay Park-Aileen Ryan Rec. Complex","228","13","45","10,465","1,032,471.3750018","247,955.598954647"
"X039-DF0498","Activated","Indoor Drinking Fountain","1",,"true","in Men's room","false","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15","X","100,043,627","DRINKFTN","I","X039-ZN18-BLG1435","Indoor Drinking Fountain-Pelham Bay Park-ORCHARD BEACH/HQ","228","13","45","10,464","1,041,017.08920955","254,589.918363139"
"X039-DF0526","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X039","Pelham Bay Park","X039-ZN02","Pelham South Park Headquarters","X-15","X","100,043,513","DRINKFTN","I","X039-ZN02-BLG1405","Indoor Drinking Fountain-Pelham Bay Park-Pelham Bay Nature Center","228","13","45","10,465","1,032,745.75503046","249,627.231766223"
"X039-DF0527","Activated","Slop Sink","1",,"false","Indoor","false","X039","Pelham Bay Park","X039-ZN15","Twin Island","X-15A","X","100,043,520","DRINKFTN","I","X039-ZN15-BLG1445","Slop Sink-Pelham Bay Park-ORCHARD / RANGERS STA.","228","13","45","10,464","1,043,274.14998413","256,487.477560147"
"X039-DF0528","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15A","X","100,043,503","DRINKFTN","I","X039-ZN18-BLG1437","Indoor Drinking Fountain-Pelham Bay Park-M & O Office","228","13","45","10,464","1,040,994.30677481","254,469.175822481"
"X039-DF0530","Activated","Indoor Drinking Fountain","1",,"false","Attached to building","true","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15A","X","100,043,504","DRINKFTN","I","X039-ZN18","Indoor Drinking Fountain-Pelham Bay Park-Orchard Bch. Pavilion","228","13","45","10,464","1,041,238.46475105","255,294.377256065"
"X039-DF0578","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15A","X","100,042,449","DRINKFTN","I","X039-ZN18-BLG1440","Indoor Drinking Fountain-Pelham Bay Park-ORCHARD BEACH","228","13","45","10,464","1,041,321.32843047","255,350.904373973"
"X039-DF0588","Activated","Water Cooler","1",,"false","Indoor","false","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15A","X","100,043,636","DRINKFTN","I","X039-ZN18-BLG1435","Water Cooler-Pelham Bay Park-ORCHARD BEACH/HQ","228","13","45","10,464","1,040,913.94046571","254,797.29130797"
"X039-DF0589","Activated","Indoor Drinking Fountain","2",,"false","Indoor","false","X039","Pelham Bay Park","X039-ZN18","Orchard Bch. Pavilion","X-15A","X","100,043,632","DRINKFTN","I","X039-ZN18-BLG1435","Indoor Drinking Fountain-Pelham Bay Park-ORCHARD BEACH/HQ","228","13","45","10,464","1,041,249.82627688","255,217.914810553"
"X040-DF0175","Activated","C","1","true","false","Out in Open","true","X040","Poe Park","X040",,"X-07","X","100,038,199","DRINKFTN","I","X040","C-Poe Park","207","15","52","10,458","1,013,359.14747829","254,277.249369055"
"X040-DF0176","Activated","C","1","true","false","Out in Open","true","X040","Poe Park","X040",,"X-07","X","100,038,212","DRINKFTN","I","X040","C-Poe Park","207","15","52","10,458","1,013,278.06365096","254,166.594406649"
"X040-DF0531","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X040","Poe Park","X040",,"X-07","X","100,043,532","DRINKFTN","I","X040-BLG0854","Indoor Drinking Fountain-Poe Park-Poe Park Visitor Center","207","15","52","10,458","1,013,376.61561922","254,448.837936639"
"X041-DF0308","Activated","D","1","true","false","Out in Open, In Playground","true","X041","Pulaski Park","X041",,"X-01","X","100,039,049","DRINKFTN","I","X041","D-Pulaski Park","201","8","40","10,454","1,005,300.4391863","232,627.48919098"
"X041-DF0309","Activated","A","1","true","false","Out in Open","true","X041","Pulaski Park","X041",,"X-01","X","100,039,071","DRINKFTN","I","X041","A-Pulaski Park","201","8","40","10,454","1,005,267.47927847","232,629.358937889"
"X042-DF0218","Activated","A","1","false","true","Under Tree, Out in Open","true","X042","Rose Hill Park","X042",,"X-06","X","100,038,375","DRINKFTN","I","X042","A-Rose Hill Park","207","15","48","10,458","1,014,578.28644421","253,372.217714563"
"X042-DF0532","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X042","Rose Hill Park","X042",,"X-06","X","100,043,497","DRINKFTN","I","X042-BLG0859","Indoor Drinking Fountain-Rose Hill Park-Comfort Station","207","15","48","10,458","1,014,466.73712663","253,243.096909806"
"X044-DF0052","Activated","E High Low","2","true","true","In Playground, Under Tree","true","X044","St. James Park","X044-01","St James Park Playground","X-07","X","100,037,765","DRINKFTN","I","X044-01","E High Low-St. James Park-St James Park Playground","207","14","52","10,468","1,012,416.28158189","254,834.968397974"
"X044-DF0053","Activated","E High Low","2","true","false","Out in Open","true","X044","St. James Park","X044",,"X-07","X","100,037,699","DRINKFTN","I","X044","E High Low-St. James Park","207","14","52","10,468","1,012,315.27981539","254,544.974555388"
"X044-DF0054","Activated","Bottle Filler High Low","3","false","true","Out in Open","true","X044","St. James Park","X044",,"X-07","X","100,037,723","DRINKFTN","I","X044","Bottle Filler High Low-St. James Park","207","14","52","10,468","1,012,357.52185688","254,614.893378809"
"X044-DF0055","Activated","A","1","false","true","Out in Open","true","X044","St. James Park","X044",,"X-07","X","100,037,750","DRINKFTN","I","X044","A-St. James Park","207","14","52","10,468","1,012,616.05578863","254,800.578374892"
"X044-DF0533","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X044","St. James Park","X044",,"X-07","X","100,043,495","DRINKFTN","I","X044-BLG0846","Indoor Drinking Fountain-St. James Park-Recreation Center","207","14","52","10,468","1,012,180.35127946","254,272.687698394"
"X044-DF0534","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X044","St. James Park","X044",,"X-07","X","100,043,525","DRINKFTN","I","X044-BLG0846","Indoor Drinking Fountain-St. James Park-Recreation Center","207","14","52","10,468","1,012,180.35127946","254,272.687698394"
"X044-DF0535","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X044","St. James Park","X044",,"X-07","X","100,043,517","DRINKFTN","I","X044-BLG0847","Indoor Drinking Fountain-St. James Park-Comfort Station","207","14","52","10,468","1,012,317.99503305","254,593.785153314"
"X044-DF0579","Activated","Food Prep Sink","1",,"false","Indoor","false","X044","St. James Park","X044",,"X-07","X","100,042,476","DRINKFTN","I","X044-BLG0846","Food Prep Sink-St. James Park-Recreation Center","207","14","52","10,468","1,012,180.72201363","254,272.688354566"
"X045-DF0007","Activated","A","1","false","true","Under Tree, In Shade","true","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,037,642","DRINKFTN","I","X045-ZN02","A-St. Mary's Park-St Mary's Park Zone 2","201","8","40","10,454","1,008,347.87305206","235,790.691197887"
"X045-DF0172","Activated","CS Metal","1","false","false","Out in Open, In Playground","true","X045","St. Mary's Park","X045-03","St Mary's Playground West","X-01","X","100,038,236","DRINKFTN","I","X045-03","CS Metal-St. Mary's Park-St Mary's Playground West","201","8","40","10,454","1,008,199.52098655","235,360.622832313"
"X045-DF0174","UnderConstruction","A","1","true","false","Out in Open, In Playground","true","X045","St. Mary's Park","X045-01","St Mary's Playground East","X-01","X","100,038,225","DRINKFTN","I","X045-01","A-St. Mary's Park-St Mary's Playground East","201","8","40","10,454","1,009,078.16621088","234,520.241310983"
"X045-DF0177","UnderConstruction","A","1","false","false","Out in Open, Near Ballfield","true","X045","St. Mary's Park","X045-ZN01","St Mary's Park Zone 1","X-01","X","100,038,207","DRINKFTN","I","X045-ZN01","A-St. Mary's Park-St Mary's Park Zone 1","201","8","40","10,454","1,008,818.82781881","234,060.668411225"
"X045-DF0178","UnderConstruction","A","1","false","false","Out in Open, Near Ballfield","true","X045","St. Mary's Park","X045-ZN01","St Mary's Park Zone 1","X-01","X","100,038,202","DRINKFTN","I","X045-ZN01","A-St. Mary's Park-St Mary's Park Zone 1","201","8","40","10,454","1,008,780.1389198","234,577.754975482"
"X045-DF0435","UnderConstruction","C","1",,"false","Out in Open","true","X045","St. Mary's Park","X045-01","St Mary's Playground East","X-01","X","100,040,368","DRINKFTN","I","X045-01","C-St. Mary's Park-St Mary's Playground East","201","8","40","10,454","1,009,010.67028288","234,338.851253807"
"X045-DF0536","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,043,511","DRINKFTN","I","X045-ZN02-BLG0748","Indoor Drinking Fountain-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X045-DF0537","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,043,490","DRINKFTN","I","X045-ZN02-BLG0748","Indoor Drinking Fountain-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X045-DF0538","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,043,496","DRINKFTN","I","X045-ZN02-BLG0748","Indoor Drinking Fountain-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X045-DF0539","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,043,526","DRINKFTN","I","X045-ZN02-BLG0748","Indoor Drinking Fountain-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X045-DF0540","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,043,527","DRINKFTN","I","X045-ZN02-BLG0748","Indoor Drinking Fountain-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X045-DF0541","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,043,508","DRINKFTN","I","X045-ZN02-BLG0748","Indoor Drinking Fountain-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X045-DF0580","Activated","Food Prep Sink","1",,"false","Indoor","false","X045","St. Mary's Park","X045-ZN02","St Mary's Park Zone 2","X-01","X","100,042,459","DRINKFTN","I","X045-ZN02-BLG0748","Food Prep Sink-St. Mary's Park-Recreation Center","201","8","40","10,454","1,008,027.6423933","234,928.484917059"
"X046-DF0005","Activated","B","1","false","false","In Playground","true","X046","Seton Falls Park","X046-ZN01","Seton Falls Park Zone 1","X-12","X","100,037,652","DRINKFTN","I","X046-ZN01","B-Seton Falls Park-Seton Falls Park Zone 1","212","12","47","10,466","1,028,283.79840321","262,961.851094305"
"X047-DF0401","Activated","A","1","false","false","Out in Open","true","X047","Franz Sigel Park","X047-ZN01","Franz Sigel Park Zone 1","X-04","X","100,039,526","DRINKFTN","I","X047-ZN01","A-Franz Sigel Park-Franz Sigel Park Zone 1","204","8","44","10,451","1,004,627.7180908","238,505.601450473"
"X047-DF0402","Activated","A","1","false","false","Out in Open","true","X047","Franz Sigel Park","X047-ZN01","Franz Sigel Park Zone 1","X-04","X","100,039,548","DRINKFTN","I","X047-ZN01","A-Franz Sigel Park-Franz Sigel Park Zone 1","204","8","44","10,451","1,004,550.36457097","238,748.328983396"
"X047-DF0403","Broken","A","1","false","false","Out in Open","true","X047","Franz Sigel Park","X047-ZN01","Franz Sigel Park Zone 1","X-04","X","100,039,574","DRINKFTN","I","X047-ZN01","A-Franz Sigel Park-Franz Sigel Park Zone 1","204","8","44","10,451","1,004,809.42901347","239,158.822256892"
"X047-DF0404","Broken","A","1","false","false","Out in Open, In Shade","true","X047","Franz Sigel Park","X047-ZN02","Franz Sigel Park Zone 2","X-04","X","100,039,500","DRINKFTN","I","X047-ZN02","A-Franz Sigel Park-Franz Sigel Park Zone 2","204","8","44","10,451","1,005,131.2879498","239,626.919417813"
"X053-DF0279","Activated","E","1","true","true","Out in Open","true","X053","O'Neill Triangle","X053",,"X-03","X","100,038,987","DRINKFTN","I","X053","E-O'Neill Triangle","203","17","42","10,451","1,008,787.40170055","239,299.749796554"
"X062-DF0296","Activated","C","1","false","false","Under Tree, In Shade","true","X062","Beatty Plaza","X062",,"X-03","X","100,039,050","DRINKFTN","I","X062","C-Beatty Plaza","203","16","42","10,456","1,011,409.55590505","242,256.441717803"
"X068-DF0387","Activated","B","1","false","false","Under Tree","true","X068","D'Auria-Murphy Triangle","X068",,"X-06","X","100,039,419","DRINKFTN","I","X068","B-D'Auria-Murphy Triangle","206","15","48","10,458","1,014,946.93990638","250,173.694255977"
"X080-DF0111","Activated","B","1","true","false","Under Tree, In Shade","true","X080","Henry Hudson Park","X080",,"X-08","X","100,038,091","DRINKFTN","I","X080","B-Henry Hudson Park","208","11","50","10,463","1,006,793.44276197","260,784.568703472"
"X080-DF0112","Activated","D","1","true","false","Out in Open, In Shade","true","X080","Henry Hudson Park","X080-01","Paul's Playground","X-08","X","100,038,007","DRINKFTN","I","X080-01","D-Henry Hudson Park-Paul's Playground","208","11","50","10,463","1,006,444.52908971","260,130.355444982"
"X080-DF0447","Activated","D","1","true","false","Out in Open, In Shade","true","X080","Henry Hudson Park","X080-03","Henry Hudson Playground (West)","X-08","X","100,040,449","DRINKFTN","I","X080-03","D-Henry Hudson Park-Henry Hudson Playground (West)","208","11","50","10,463","1,006,313.34693738","260,262.537923395"
"X080-DF0448","Activated","A","1",,"false","Near Ballfield","true","X080","Henry Hudson Park","X080",,"X-08","X","100,040,459","DRINKFTN","I","X080","A-Henry Hudson Park","208","11","50","10,463","1,006,023.99679429","260,288.764576971"
"X080-DF0449","Activated","B","1","true","false","Under Tree, In Shade","true","X080","Henry Hudson Park","X080",,"X-08","X","100,040,447","DRINKFTN","I","X080","B-Henry Hudson Park","208","11","50","10,463","1,006,863.50594206","260,718.501250311"
"X080-DF0450","Activated","A","1",,"true","Near Ballfield","true","X080","Henry Hudson Park","X080",,"X-08","X","100,040,420","DRINKFTN","I","X080","A-Henry Hudson Park","208","11","50","10,463","1,005,948.06157872","260,261.128805473"
"X081-DF0188","Activated","C","1","false","false","Out in Open","true","X081","Mount Eden Malls","X081",,"X-04","X","100,038,264","DRINKFTN","I","X081","C-Mount Eden Malls","204","16","44","10,457","1,009,209.05440054","246,378.769759222"
