"System","DF Activated","FountainType","FountainCount","Painted","Filter Installed","Position","Outdoor","GISPropNum","PropertyName","OMPPropID","SubPropertyName","ParkDistrict","Borough","AMPSID","AMPSClass","AMPSStatus","AMPSParentID","AMPSName","CommunityBoard","CouncilDistrict","Precinct","ZIPCode","x","y"
"Q099-DF0937","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN10","Putt-putt Golf Course & Allied Bldg","Q-15","Q","100,043,385","DRINKFTN","I","Q099-BLG0280","Indoor Drinking Fountain-Flushing Meadows Corona Park-Aquatic Center","481","21","110","11,368","1,029,294.16842971","213,205.608087316"
"Q099-DF0941","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,409","DRINKFTN","I","Q099-BLG0330","Indoor Drinking Fountain-Flushing Meadows Corona Park-Passarelle Building","481","21","110","11,368","1,027,748.54520863","213,198.748192891"
"Q099-DF0942","Activated","Water Cooler","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,433","DRINKFTN","I","Q099-BLG0330","Water Cooler-Flushing Meadows Corona Park-Flushing Meadows Corona Park","481","21","110","11,368","1,027,748.54520863","213,198.748192891"
"Q099-DF0943","Activated","Food Prep Sink","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099",,"Q-15","Q","100,043,358","DRINKFTN","I","Q099-BLG0536","Food Prep Sink-Flushing Meadows Corona Park-Garage","481","21","110","11,368","1,026,267.39101871","213,056.982072234"
"Q099-DF0944","Activated","Food Prep Sink","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099",,"Q-15","Q","100,043,386","DRINKFTN","I","Q099-BLG0536","Food Prep Sink-Flushing Meadows Corona Park-Garage","481","21","110","11,368","1,026,267.39101871","213,056.982072234"
"Q099-DF0945","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN03","Olmsted Center","Q-04","Q","100,043,410","DRINKFTN","I","Q099-ZN03-BLG0395","Bottle Filler Fountain-Flushing Meadows Corona Park-Olmsted Center","481","21","110","11,368","1,025,983.92505021","213,044.762280389"
"Q099-DF0946","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN03","Olmsted Center","Q-04","Q","100,043,354","DRINKFTN","I","Q099-ZN03-BLG0395","Indoor Fountain-Flushing Meadows Corona Park-Olmsted Center","481","21","110","11,368","1,025,983.92505021","213,044.762280389"
"Q099-DF0947","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN03","Olmsted Center","Q-04","Q","100,043,380","DRINKFTN","I","Q099-ZN03-BLG0395","Indoor Fountain-Flushing Meadows Corona Park-Olmsted Center","481","21","110","11,368","1,025,983.92505021","213,044.762280389"
"Q099-DF0948","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN03","Olmsted Center","Q-04","Q","100,043,356","DRINKFTN","I","Q099-ZN03-BLG0395","Bottle Filler Fountain-Flushing Meadows Corona Park-Olmsted Center","481","21","110","11,368","1,025,983.92505021","213,044.762280389"
"Q099-DF0949","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN10","Putt-putt Golf Course & Allied Bldg","Q-15","Q","100,043,383","DRINKFTN","I","Q099-ZN10-BLG0380","Indoor Drinking Fountain-Flushing Meadows Corona Park-Allied II","481","21","110","11,368","1,029,131.80556547","213,851.546756058"
"Q099-DF0950","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN10","Putt-putt Golf Course & Allied Bldg","Q-15","Q","100,043,407","DRINKFTN","I","Q099-ZN10-BLG0380","Indoor Drinking Fountain-Flushing Meadows Corona Park-Allied II","481","21","110","11,368","1,029,131.80556547","213,851.546756058"
"Q099-DF0957","Activated","Food Prep Sink","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099",,"Q-15","Q","100,043,591","DRINKFTN","I","Q099-BLG6448","Food Prep Sink-Flushing Meadows Corona Park-Olmsted - Forestry Trailer","481","21","110","11,368","1,026,211.12833596","213,021.912916645"
"Q099-DF1005","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN10","Putt-putt Golf Course & Allied Bldg","Q-15","Q","100,042,447","DRINKFTN","I","Q099-BLG0280","Indoor Drinking Fountain-Flushing Meadows Corona Park-Aquatic Center","481","21","110","11,368","1,029,294.16842971","213,205.608087316"
"Q099-DF1021","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN03","Olmsted Center","Q-04","Q","100,043,384","DRINKFTN","I","Q099-ZN03-BLG0395","Indoor Fountain-Flushing Meadows Corona Park-Olmsted Center","481","21","110","11,368","1,025,984.11140155","213,044.94666323"
"Q099-DF1022","Activated","Food Prep Sink","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,408","DRINKFTN","I","Q099-BLG0330","Food Prep Sink-Flushing Meadows Corona Park-Passarelle Building","481","21","110","11,368","1,027,598.54518055","213,201.352518394"
"Q099-DF1023","Activated","Food Prep Sink","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,432","DRINKFTN","I","Q099-BLG0330","Food Prep Sink-Flushing Meadows Corona Park-Passarelle Building","481","21","110","11,368","1,027,627.19112063","213,150.831622064"
"Q099-DF1024","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,379","DRINKFTN","I","Q099-BLG0330","Indoor Drinking Fountain-Flushing Meadows Corona Park-Passarelle Building","481","21","110","11,368","1,027,625.10779146","213,106.560713231"
"Q099-DF1025","Activated","Food Prep Sink","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,406","DRINKFTN","I","Q099-BLG0330","Food Prep Sink-Flushing Meadows Corona Park-Passarelle Building","481","21","110","11,368","1,027,600.62850971","213,150.310625731"
"Q099-DF1026","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","Q099","Flushing Meadows Corona Park","Q099-ZN11","Passerelle","Q-15","Q","100,043,402","DRINKFTN","I","Q099-BLG0330","Indoor Fountain-Flushing Meadows Corona Park-Passarelle Building","481","21","110","11,368","1,027,760.00351905","213,169.581584557"
"Q101-DF0166","Activated","A","1","true","false","In Playground","true","Q101","Middle Village Playground","Q101",,"Q-05","Q","100,038,403","DRINKFTN","I","Q101","A-Middle Village Playground","405","30","104","11,379","1,019,327.97937263","198,042.74832122"
"Q102-DF0395","Broken","E","1","false","false","Out in Open","true","Q102","Juniper Valley Park","Q102-ZN01","Juniper Valley Park Zone 1","Q-05","Q","100,038,674","DRINKFTN","I","Q102-ZN01","E-Juniper Valley Park-Juniper Valley Park Zone 1","405","30","104","11,379","1,016,178.59820422","201,523.138998225"
"Q102-DF0396","Broken","A","1","true","false","Out in Open","true","Q102","Juniper Valley Park","Q102-ZN01","Juniper Valley Park Zone 1","Q-05","Q","100,038,597","DRINKFTN","I","Q102-ZN01","A-Juniper Valley Park-Juniper Valley Park Zone 1","405","30","104","11,379","1,016,213.64931522","201,769.957402229"
